Protein,AMIKACIN,AMP,AZITHROMYCIN,BDQ,CAP,CEF,CHLORAMPHENICOL,CIPROFLOXACIN,CLARYTHROMYCIN,CLOFAZIMINE,CPZ,CYCLOSERINED,DELx,DOXYCYCLINE,ECONAZOLE,EMB,EMBx,ERY,ETA,ETHIDIUMBROMIDE,FUSIDICACID,INH,Kanamycin,LEVO,LINEZOLID,LZDx,MENADIONE,MINOCYCLINE,MTM,Moxifloxacin,NIGERICIN,NITROFURANTOIN,NORFLOXACIN,NOVOBIOCIN,OFLOX,OFX1,OXA,PA824,PBTZ169x,RIF,ROX,SM,SPECTINOMYCIN,SQ109,SUTx,TET,THZ (1hrMIC),TRZ,TUNICAMYCIN,VANCOMYCIN,VERAPAMIL,VERx
I6X7H4,285078.8646,845313.0383,315020.4083,85492.47929,185971.5526,327335.6468,1257266.818,50578.38815,281971.5733,79756.65206,172902.5984,860532.154,233162.716,199990.9022,53239.51251,1475800.095,1475800.095,277620.4243,1851304.447,169027.9573,209595.5544,877796.8066,283519.8705,62797.5581,211497.9961,211497.9961,176959.1946,206808.915,276805.2784,58642.06823,245722.5069,989959.8138,42495.86071,104382.1467,62797.5581,62797.5581,1091916.573,231445.8095,121873.5483,79484.78456,254510.6243,348163.3843,345267.4186,204741.5705,1236254.767,185889.5367,1864038.615,63627.59621,251232.638,72762.36061,106998.1809,106998.1809
I6X7J6,1072263.954,908959.2237,666112.0621,1441529.108,672123.366,593148.5943,4947061.471,391591.1332,440129.9782,2947908.25,2079600.732,3185253.518,4985476.529,580400.2173,949900.522,431275.9886,431275.9886,467690.9882,3583409.058,3304624.038,204424.3503,728773.738,1422832.001,389907.03,282812.9326,282812.9326,326013.674,728592.2593,703315.0133,374109.1215,576595.767,4983185.569,557422.0252,1280870.629,389907.03,389907.03,957598.6864,5031390.702,4981229.855,467658.2463,2291203.755,1148263.344,894215.7437,2027173.605,930761.3107,752972.1517,3536213.808,1472485.584,433034.9823,1005637.024,528652.0533,528652.0533
I6X7P2,754737.1997,386575.8398,389149.3971,43730.0353,932600.4153,333585.6611,694011.9458,9950.680857,330577.1369,15539.46323,144926.7484,685166.9973,98929.54681,320272.0761,14071.42867,1186533.113,1186533.113,331497.3269,1804366.17,126974.5207,390298.2832,671893.24,941635.1289,14972.6935,891312.5784,891312.5784,581112.5792,325018.6579,425452.6261,9838.986709,807233.0682,538223.9413,9926.143857,76059.73578,14972.6935,14972.6935,242657.4139,110634.7142,96417.64906,12663.57488,309535.6147,760165.7582,243428.1351,1041322.034,194073.4012,320286.5075,3024260.614,38730.57487,804690.6781,32546.08306,65122.60634,65122.60634
I6X7W8,1189943.572,616104.438,1333092.167,122468.6827,1257642.268,1168430.532,1687708.745,49308.90223,1502591.898,91831.80686,197691.6535,676577.1786,252492.9277,1282290.376,30678.04027,1480774.145,1480774.145,1496341.898,1934721.625,198154.1822,1309904.754,780193.3877,1163906.334,72250.66908,982865.2792,982865.2792,1265511.592,1275459.11,1512744.991,83469.80124,1128631.253,1258544.734,53709.89229,93109.63474,72250.66908,72250.66908,1144294.399,275849.0439,191844.0327,89890.5162,1260026.234,1191351.99,1394429.406,1468481.062,1254522.289,1229427.661,1966554.34,61075.3163,998596.3517,57446.01285,91781.4882,91781.4882
I6X7X3,609528.0057,162080.328,304403.3855,61009.34694,639701.5236,193247.144,607041.7309,43569.95035,252833.3565,38396.76208,59483.61007,432493.5549,129154.3045,232261.0713,41292.73219,1074496.881,1074496.881,252748.2725,698217.6958,169588.5988,209093.6844,279614.9758,584015.3357,52146.48328,551846.446,551846.446,255215.2478,251911.8729,312798.6403,43930.90145,394687.3399,666357.516,54150.23735,126671.3203,52146.48328,52146.48328,227741.5687,153575.5385,134081.2601,44903.17072,216260.2147,374465.5121,252450.4951,616678.9259,164183.7099,228444.4759,1260153.179,47046.8645,456592.8525,80030.33758,90232.02799,90232.02799
I6X7Z3,1038028.745,1545428.476,984736.288,24511.13344,1112867.402,1084435.687,1989559.124,45707.67341,961649.1644,200702.0785,254447.1592,2071001.779,239494.997,943358.7744,125566.5029,1614457.127,1614457.127,961649.7744,2870193.458,301650.3639,1100189.483,1869040.684,1285781.962,98745.98333,1077119.891,1077119.891,1214991.546,942631.7102,948491.2365,54183.39796,1241297.402,1664945.331,48526.60776,99124.77813,98745.98333,98745.98333,1115919.115,259725.2946,204553.9786,61220.8352,764115.1215,1242002.122,916422.7657,1235041.066,1154694.129,952682.4568,3512787.145,89778.16838,1106225.792,35121.1787,76785.75003,76785.75003
I6X7Z8,465103.9374,557987.0725,205849.5658,49250.87681,515681.0562,352274.7815,619038.8904,17421.22139,218836.7329,32718.07332,101739.3862,807859.9721,97496.11131,201523.6705,21958.98806,842064.6605,842064.6605,203915.3789,825183.3387,82239.49388,312531.4441,802203.1602,461429.0637,21014.21342,610328.6613,610328.6613,468011.206,220221.3547,495520.4351,17162.75005,559304.3347,622785.551,18312.46947,64159.68683,21014.21342,21014.21342,203103.8712,114621.8078,103057.2869,27597.88498,272658.0353,551155.1255,193962.2333,634147.1447,319863.1716,198795.8247,1368216.059,30581.95753,570171.9898,45421.78265,75419.38098,75419.38098
I6X811,1239436.639,1365318.25,1263708.542,1970297.271,848900.6813,930918.0947,5173949.799,978371.3037,1306942.97,2772303.1,2012860,3222507.433,5264101.99,942085.8017,1617498.137,773652.9003,773652.9003,1257024.47,3189613.361,2985886,454987.0667,1077360.585,1881505.986,755120.6643,737027.5963,737027.5963,504411.566,1245528.725,1363075.739,518958.1157,820734.279,5007419.733,1111014.424,2303629.275,755120.6643,755120.6643,1483189.759,5420234.223,5359691.59,766739.8507,2440482.456,1906349.552,1248737.184,1992162.427,1386929.233,1305609.225,3182835.723,2092580.981,572614.9681,1667094.088,1224485.702,1224485.702
I6X824,381203.218,282883.5969,140428.783,43789.21648,446233.4638,46588.04687,630485.4969,12666.24089,153337.4001,21229.41473,93607.07457,720735.1561,103766.2143,97776.38023,32365.92073,1037403.252,1037403.252,155418.5539,1848200.505,178899.9505,185428.853,506492.9607,431691.9197,13821.21197,272362.5675,272362.5675,204522.7093,125955.8387,134273.9398,12343.27602,465556.8481,429087.9984,12806.21596,36607.66404,13821.21197,13821.21197,401416.7441,125362.3055,106305.0028,15426.03249,146907.7335,382429.0051,138393.6662,519725.5148,485429.6693,99433.74757,2944189.934,16325.87511,338581.5425,20994.91601,42836.54517,42836.54517
I6X827,770021.303,1283625.876,1451187.538,1067510.037,1237409.34,1077576.329,1305386.981,1270609.801,1365871.777,1016542.653,1690518.075,1026900.137,1342162.649,972912.1273,1436667.703,1242616.957,1242616.957,1413201.31,1470481.167,1474596.96,1266528.495,1120132.09,913613.0363,1440723.58,1132652.081,1132652.081,1324486.369,984123.4293,977007.576,1451673.247,1965378.753,954425.2637,1240277.055,941348.054,1440723.58,1440723.58,1517959.721,1703985.432,1282368.945,1869837.498,787861.8405,1486216.608,1046069.715,1510634.747,889619.2037,852722.748,1034829.382,961899.6733,1128303.808,1001679.207,1744112.03,1744112.03
I6X831,493443.8865,1575521.496,893047.5352,773605.949,504472.1446,843172.5887,1563187.136,207892.5091,807466.0436,650546.7539,754698.335,1815757.219,1453420.054,1095865.569,678350.6407,3097503.018,3097503.018,814442.5136,3444134.488,694210.2508,1299616.225,1571707.737,631052.2073,660068.3048,590004.2771,590004.2771,1403053.388,1088418.549,796502.6558,237577.1004,1057644.113,1392609.081,189541.099,975475.3488,660068.3048,660068.3048,2582697.772,1477335.588,1328020.026,865088.2189,697005.2192,885531.7754,972979.6841,530410.0909,2647030.9,1082261.885,3551672.88,764892.0545,680800.6471,379246.8018,803905.4954,803905.4954
I6X849,695769.478,1377827.838,931911.1123,756902.5047,581937.3573,903067.4328,1636993.683,207834.6488,778273.6637,488933.6201,730715.1075,1963381.976,1395099.465,1095939.792,735405.3017,1691337.956,1691337.956,783485.5737,2036638.194,874508.374,1361168.652,2211394.982,750682.5495,713324.6017,543040.5855,543040.5855,1388707.539,1077146.698,857062.242,245054.4786,1141584.249,1701166.943,213296.4866,1011101.524,713324.6017,713324.6017,1164030.021,1461968.917,1365793.197,907068.0194,876775.9205,816697.2008,987629.0182,757544.2956,1479028.776,1074664.968,2433627.974,809557.8114,819193.4387,375915.9056,840846.7925,840846.7925
I6X8E6,488582.2413,1616838.677,1116015.828,1259951.686,1065085.744,772260.8349,1642462.176,1289432.614,1236644.881,835083.7462,1938417.043,1447127.789,1709723.612,1270799.272,1133661.355,1772665.82,1772665.82,1235018.881,1485755.375,1233060.671,947230.8595,1404802.408,567880.0113,1677117.743,1264011.333,1264011.333,1211059.453,1267056.79,487654.0502,1747807.783,2053538.827,1544730.435,1411850.954,926336.2729,1677117.743,1677117.743,1567877.457,1670697.438,1233275.547,1871465.722,970783.6366,1359310.51,1060970.346,1904180.908,1453298.65,1149661.357,1325746.533,990258.6976,717610.1809,914235.6562,2252556.437,2252556.437
I6X8G2,506573.1624,669808.5684,384781.7878,39448.69186,515562.6962,667779.1391,228310.2557,53472.35417,358548.6478,180389.3194,239951.4821,731779.2789,466647.8534,471523.724,134709.3998,937136.1314,937136.1314,359473.6478,1003250.939,190277.1409,404436.8367,831970.9337,597761.4223,63346.25317,565102.3715,565102.3715,624227.3702,459624.1774,501553.9013,48700.79989,373488.9452,305290.1602,38705.55889,132095.1829,63346.25317,63346.25317,168337.901,533261.0074,295757.8443,61032.16339,406651.1255,352338.2888,423911.604,792869.052,229163.2897,451456.9803,1198879.311,42084.19739,422319.2235,47580.89956,94841.757,94841.757
I6X8R2,257576.6192,346804.1305,83529.30783,120090.6563,309064.0659,303428.9002,454296.932,45523.87378,171923.5101,89174.47972,124899.1578,672477.0662,106887.9435,430565.0794,137910.0356,410755.1977,410755.1977,171990.9867,574792.1357,143613.9678,56250.69708,601979.208,119300.6312,38454.41551,212146.0398,212146.0398,257300.6787,107631.1877,135497.8777,38823.32276,65922.49746,598258.5999,80867.14548,109130.304,38454.41551,38454.41551,249417.3273,101497.984,103321.2809,66024.09863,133814.2515,140656.9337,55531.34103,196906.5759,417021.8576,89372.747,1063397.543,284278.9931,122144.3341,45033.53123,120147.883,120147.883
I6X8S7,306736.315,520063.4327,457174.7117,179482.3757,163308.5424,414094.3438,1373818.306,65018.63848,383434.471,189135.3566,206499.6961,276848.7925,182425.0153,156622.2465,187637.9131,219171.9688,219171.9688,381544.351,689496.1803,175479.591,428423.1462,507190.5559,507914.857,66728.50156,325954.6544,325954.6544,241335.7763,156594.4386,445273.5829,63118.06865,330539.1346,1027188.437,65475.7966,148074.5233,66728.50156,66728.50156,283495.3804,197843.7803,93533.47632,82529.89014,331993.6005,474221.6901,381307.9337,173744.422,361265.5102,154967.7196,1019249.837,246267.0919,323267.2388,111610.1343,174649.9011,174649.9011
I6X961,503124.7533,2161212.926,1243487.038,1328747.529,1164106.399,1163589.561,2233211.266,1182659.953,1077952.773,1577176.712,2238093.309,2041370.681,2039354.305,1152103.736,1182223.645,2278657.133,2278657.133,1070273.719,2134783.289,2131451.235,1204012.108,1844526.955,477950.8567,1581469.15,1167885.941,1167885.941,1350496.545,1082736.904,677228.4967,1689585.323,1753636.902,2141023.667,1270139.92,875973.8989,1581469.15,1581469.15,2102614.37,1817338.082,1585941.389,2153587.959,1174660.194,1721476.08,1381717.582,2330990.824,1524070.43,928032.1042,1578717.315,1221480.664,1108366.629,898003.1722,2469740.353,2469740.353
I6X9D2,142242.4805,245458.61,167442.048,152226.9606,147424.7177,185904.8942,538138.8572,94367.42848,167393.372,102526.3241,222796.1664,607037.8317,168212.1024,212495.9527,105221.0575,1549247.16,1549247.16,161314.202,1531730.926,201708.963,74558.7242,798297.3726,175763.1854,88482.34017,222830.4925,222830.4925,136695.2609,278597.1123,154481.8492,96755.3967,75539.95493,357291.4219,95040.8522,169469.5904,88482.34017,88482.34017,735576.5923,197015.3367,194922.9755,99427.68452,194109.4723,201894.4353,201736.4203,325321.7006,989783.5206,201032.3883,1856788.929,142859.9134,157468.7956,132138.0214,105817.8301,105817.8301
I6X9E2,1016192.152,644810.0617,967082.3148,225698.6857,1426207.306,1262857.061,862071.3617,114851.8806,813603.8734,309791.7166,379566.363,1343004.22,849405.2464,1071822.792,410281.0311,1014098.8,1014098.8,782245.8614,1825628.483,619686.2963,552874.3173,1437849.054,1204019.101,210691.8557,1181135.292,1181135.292,1070170.81,971870.2108,779314.9241,203501.1846,709114.1484,1156495.19,146071.771,223430.6358,210691.8557,210691.8557,408265.653,876042.116,796385.9103,219427.034,852188.5571,1712544.323,1110412.996,1135193.163,400663.6385,968945.8343,2233501.418,199560.7513,1013267.862,126270.8839,300154.5267,300154.5267
I6X9E8,733977.3916,775860.0977,564830.84,75133.76959,854126.7776,639696.9716,779525.3576,40606.20456,534192.1579,47065.60155,163042.4006,924928.1362,113643.8427,490886.4789,47447.36692,1083804.097,1083804.097,533775.6779,1157388.212,158467.4245,550091.9815,1097128.469,721117.9696,56676.83727,822852.9572,822852.9572,575312.4141,501294.3565,529352.7862,46449.28822,839943.4076,644858.3233,42199.61372,86596.89431,56676.83727,56676.83727,548070.3793,142920.0885,120132.2043,35302.38415,554517.009,812850.059,428473.2357,897808.7383,395750.9012,496968.703,1644326.998,60239.71946,837858.9643,45503.53677,132166.7904,132166.7904
I6X9F4,1938078.285,415670.9602,1949125.337,79428.59982,1894127.095,1518758.478,471921.1841,23380.69379,2347640.981,45751.37506,74099.66373,653779.0335,141418.3975,1769063.466,56025.51475,618575.3112,618575.3112,2347640.891,658079.0899,131675.702,2171629.491,533148.6738,1914254.085,45753.31618,1586356.27,1586356.27,1825034.739,1802072.824,2371566.608,22918.14252,2117215.586,494041.5444,21664.72802,82900.32253,45753.31618,45753.31618,295984.208,125174.8138,122144.5204,22102.51425,1953152.616,1866613.325,2048876.254,2040117.671,110469.7127,1798008.624,732099.1058,21363.7642,1556278.753,81501.05986,104031.2045,104031.2045
I6X9J0,514190.1388,1442387.781,1265652.482,1227920.504,1077820.424,963239.6548,1522576.485,1491543.298,1202793.359,993999.1386,2179476.444,1142061.998,1858608.913,1104152.302,1186389.388,1438011.253,1438011.253,1250266.359,1413025,1172579.687,1127555.811,1114706.16,674079.9167,1737183.963,1250824.346,1250824.346,1204566.987,1080739.004,535834.0495,1789208.863,1990450.13,1205082.631,1562637.836,1062726.523,1737183.963,1737183.963,1412120.577,1835101.956,1473322.094,1880434.518,871588.9976,1404228.629,1002518.067,1758774.641,1038538.306,967327.1037,1065962.04,1174323.169,1095918.95,1193276.054,2206285.003,2206285.003
I6X9N4,2380197.043,2028556.7,2479321.268,785392.3476,2449661.459,2109614.54,1514672.112,91948.887,2509600.072,341380.5354,346420.1047,2435596.093,779769.9306,2284616.494,736490.4046,2884704.4,2884704.4,2509600.072,2998819.018,572652.4414,2139993.482,2639976.046,2552783.706,383694.2924,2061030.933,2061030.933,1987271.34,2276301.121,2728193.738,195099.2666,2457504.479,1240592.369,86781.24577,1135613.415,383694.2924,383694.2924,3101778.139,665450.8722,319818.4123,494945.8964,2272181.912,2600758.925,2333820.875,2582400.344,3597358.997,2291608.174,3431154.332,424862.4761,2282741.908,1186812.024,1014211.427,1014211.427
I6X9N8,1041365.233,1942571.655,1444711.119,1152011.087,1751984.894,1080355.75,2051333.071,1565276.389,1180467.377,1422699.501,2511430.582,2064924.703,2170695.078,1182135.917,1350336.304,2545445.886,2545445.886,1228071.523,1842265.963,1558767.077,1064456.894,1620570.413,1072150,1928047.02,1332082.634,1332082.634,1239073.277,1151120.331,981133.5601,2111250.026,2137128.123,1989004.086,1627179.156,1054155.2,1928047.02,1928047.02,1942725.806,1999520.914,1818530.387,2278947.307,1417648.941,1864130.532,1616219.823,2363860.712,1524740.771,993635.9807,1683062.128,1240448.937,910847.5541,1119223.17,2705336.687,2705336.687
I6X9Q1,307136.8539,208949.2023,164541.4377,27416.25371,365999.8929,263081.2809,337570.1855,53184.12813,243988.4151,40163.9105,164728.9653,383435.6366,120993.9423,326170.315,60191.90887,461495.5753,461495.5753,245426.5387,537944.6963,128386.6378,237258.9604,385256.2303,218105.8388,50796.13689,484070.9463,484070.9463,344840.723,220351.2696,184895.6687,40539.21655,276088.5677,449391.1102,56297.03113,115828.3171,50796.13689,50796.13689,198363.7238,145790.8698,117089.1923,37806.19619,204120.9637,273853.8499,116673.5378,459985.4953,45539.93708,169312.2658,930885.4161,54697.70413,260770.8964,74369.6066,53479.94396,53479.94396
I6X9R9,146815.1776,270996.0938,288844.8105,66365.31862,219827.613,241889.7233,228649.938,25856.10644,211603.3557,7966.306733,54295.84754,442013.0424,542663.7323,173532.3746,51545.3459,455753.9196,455753.9196,213373.3557,854281.25,88757.98317,240486.4377,678872.2718,496019.9024,23742.81622,182826.3882,182826.3882,307991.4409,193711.5877,461831.604,23323.36282,214095.5827,277310.999,27207.99473,69707.445,23742.81622,23742.81622,359839.9654,612821.0614,390435.4863,51481.19803,248391.6064,250764.9214,144957.3844,549402.8251,196042.9143,177235.1,1265208.688,29410.89806,221782.4674,48001.64326,61709.0077,61709.0077
I6X9T8,2652306.382,761391.4957,2351880.156,803029.7261,2450544.164,1580710.528,1033894.287,61434.0406,2443254.11,343931.979,278664.8584,1148986.684,707417.935,2028795.347,727532.7258,1998859.314,1998859.314,2434256.11,1633672.795,274595.7238,2251841.953,1393223.103,2815050.097,373879.3653,2017278.056,2017278.056,2069320.153,2025252.429,2579071.777,184853.5117,2560287.727,1117246.568,60772.99966,1191630.345,373879.3653,373879.3653,472683.1157,630098.8596,317434.4105,496317.6094,2098600.772,2406088.233,2185227.598,2567581.427,287207.0799,2013559.821,2108410.998,428740.5767,1802700.101,1178473.065,1038513.012,1038513.012
I6X9V3,1158102.349,744541.5127,769899.2858,74810.98607,1049690.113,547639.6122,838128.5367,45616.89883,634455.529,104195.589,169036.246,1206727.637,149186.6838,678634.3106,73019.2216,1717903.686,1717903.686,635009.716,2311499.426,199202.7878,689482.0477,1471701.916,1383740.767,67580.14807,1102654.654,1102654.654,956207.9831,689974.4992,740865.6623,42840.99202,1018226.925,936700.6683,45369.1465,76662.15626,67580.14807,67580.14807,564021.5853,176106.4925,214421.7532,65833.54975,562742.7827,978550.0887,590065.9584,1280033.277,532679.9319,675351.3354,3348859.368,59086.3903,945892.7556,54305.33851,84024.26286,84024.26286
I6X9X6,519403.4767,1556535.003,1223539.718,1212673.889,909021.969,956943.7873,1515265.575,1243980.614,1028012.242,1053112.529,1811377.688,1047418.272,1622219.448,1076184.861,1344140.818,1221735.067,1221735.067,1026257.186,1230621.667,1385363.037,801848.5201,950552.7638,602258.62,1713769.963,1115048.762,1115048.762,820746.4167,1061239.429,697040.6634,1647890.45,1809159.773,1200767.632,1296258.383,847092.0027,1713769.963,1713769.963,1383590.753,1875508.708,1046309.116,2042436.548,1140641.983,1476937.133,1007910.956,1575768.806,970234.572,914706.148,791273.6753,1036613.44,795671.75,1079639.549,2029336.453,2029336.453
I6X9Y7,990744.8076,705289.2802,557372.6828,22489.65,1010170.112,610225.9925,924808.36,56203.5906,501364.9865,44777.03766,58682.80268,886304.8593,106375.9805,449245.558,43586.80803,1370983.783,1370983.783,501357.0215,1236455.681,109817.3917,514562.4393,1074352.388,988097.294,56111.9303,987525.415,987525.415,553975.6567,450574.8432,587889.7845,51983.17203,1077779.278,546990.0357,54392.40809,35831.50006,56111.9303,56111.9303,510192.5944,123345.3781,106818.8961,24842.29924,548740.4384,1016401.291,428955.4133,1146563.69,467721.7792,443851.3675,1627980.945,56481.39705,1027576.234,28860.70776,94356.61954,94356.61954
I6XA34,739294.9767,1198474.317,1291621.004,1215150.449,1199026.988,1027863.217,1445110.403,1397459.567,1218282.127,1032957.813,1858783.667,880409.1217,1471748.338,917140.6173,1451995.14,1334758.602,1334758.602,1265817.07,1211954.446,1579566.382,989095.8877,744251.9024,799782.7867,1647281.283,1206712.416,1206712.416,1136914.664,913714.186,875908.2948,1585887.45,1884354.686,965269.713,1377813.978,1049826.884,1647281.283,1647281.283,1057940.721,1833350.227,1331939.173,2272806.865,1039734.72,1437616.241,967051.578,1611677.583,670392.0606,811699.7547,495042.8653,1156308.763,940065.7833,1045083.484,1932153.013,1932153.013
I6XCB2,1769546.836,1221466.24,1748030.719,163674.9466,1655895.701,1804833.629,2015516.697,118122.5774,2007370.733,160786.6719,235461.1749,1548135.976,682499.0026,1907940.676,401563.1378,948015.4911,948015.4911,1990207.078,1900956.204,470592.8956,1816903.351,1653605.662,1848547.413,183426.9482,1744463.904,1744463.904,2317891.19,1777921.919,1752256.389,215069.0288,1698879.089,2015935.709,171268.3182,188188.6984,183426.9482,183426.9482,964416.8964,679381.1327,548164.15,159416.0245,1674076.98,1941999.804,1970435.054,1809708.491,875238.6066,1756215.624,1915155.499,208620.4971,1293030.11,117144.8129,157710.2793,157710.2793
I6XDU8,440335.9917,290933.6818,296522.4251,79440.09964,452862.5697,267068.0536,815662.2019,62788.44161,194362.7328,47414.838,93838.9821,714871.701,134375.9831,234586.2782,65062.5331,1966761.325,1966761.325,194403.6128,1753721.975,145638.9771,214460.5451,689774.688,408304.1453,82389.42486,449691.8531,449691.8531,265395.9788,244045.9087,300996.1393,73098.49615,325177.0642,548296.6777,71012.72742,122483.6433,82389.42486,82389.42486,486368.1452,161906.1972,156231.1755,79399.60421,205752.5127,330314.4922,258987.6792,515670.6331,886922.1528,218637.6576,1880218.045,50036.38021,338268.3564,72841.26018,99030.33647,99030.33647
I6XDW5,1288712.246,1568897.239,1571998.202,1730157.234,1125936,1512892.977,1532059.23,654682.4601,1724889.732,1436932.435,1447474.835,1798097.363,2267201.748,1755693.5,1529013.697,3092282.889,3092282.889,1730089.202,3088048.17,1534281.557,1762262.758,1699302.821,1111748.746,1680431.512,1226948.172,1226948.172,1774292.664,1722890.706,1440319.351,778983.2545,1772590.968,1055848.153,662207.2106,2120640.492,1680431.512,1680431.512,2786367.787,2287642.898,2037586.359,1994489.887,1328157.072,1669327.653,1701995.924,1123291.539,3101524.837,1761445.526,3215983.465,1708365.026,1727695.167,1004300.318,1531413.43,1531413.43
I6XEF1,194335.4929,238387.6697,245789.1332,22408.56514,217920.6641,202571.7625,257962.9701,31800.67874,166754.2135,29268.73296,76467.73188,156079.2202,32661.81827,223938.2477,54052.29507,164790.5709,164790.5709,171978.0735,411763.23,91925.17805,195749.9663,558529.7957,387468.8255,36564.04162,258693.1121,258693.1121,339740.7243,245890.7631,240235.6115,32756.94179,200102.9537,182202.9671,30885.45001,58108.62591,36564.04162,36564.04162,314507.7736,38481.7561,42950.5565,28660.06326,147770.1944,266454.4503,208065.3235,176684.5074,383305.4146,221255.9158,755400.6481,47177.86537,222175.6844,28719.2459,48409.07481,48409.07481
I6XEF6,927109.713,423944.9915,547607.8456,138493.0517,824048.4907,665957.6895,464465.9243,62977.84966,436148.6972,129754.987,160849.5145,913881.6972,549007.6454,492386.5908,124316.5606,1196268.157,1196268.157,423733.0951,1154141.066,207261.0203,482580.7471,1007523.275,1262596.051,60447.5441,979959.613,979959.613,990945.6856,497365.3242,551869.6937,52133.3384,848702.9972,516619.0309,50810.71415,99380.14927,60447.5441,60447.5441,297324.5885,643343.9907,448827.319,106742.7798,578210.6795,854049.3308,509969.4545,1213026.464,187322.0642,493317.1827,1578446.338,78567.3453,636603.8316,82423.7815,115501.9033,115501.9033
I6XEH5,1990598.604,1454849.59,1897833.181,229750.0454,1890638.728,1592285.579,1280884.332,116389.5184,2203737.868,251890.0678,321468.8303,1863529.745,433963.8465,1965284.889,384219.1133,2498605.527,2498605.527,2186574.214,2367326.195,691654.553,1922174.726,2157278.177,1899901.282,198243.7156,1700632.151,1700632.151,1853054.685,1667276.747,1846571.198,199111.127,2107208.366,1058126.468,113547.7775,156182.7993,198243.7156,198243.7156,2574966.586,466028.4958,373112.4642,218848.3162,1924154.644,2003063.584,2021405.549,1886244.764,3328742.46,1697719.127,2648271.12,284769.2617,1595718.901,88101.28663,217658.1111,217658.1111
I6XEI0,531932.5277,1656825.508,1279797.411,905044.8153,909119.5795,966580.7558,1302477.577,1020879.35,1289289.265,863280.2333,1796345.313,1425219.765,1472124.313,1117392.277,1054620.083,1602659.21,1602659.21,1336681.209,1343202.784,1019505.34,969898.7659,1278326.86,540173.6124,1414426.467,1272315.86,1272315.86,1128159.802,1112583.955,499678.1146,1353083.265,2000495.986,1424143.675,1083974.323,609287.3098,1414426.467,1414426.467,1491714.186,1514957.161,1111973.926,1627788.33,967432.4462,1410212.906,1079123.808,1818395.857,1133852.694,992358.2553,1413748.95,744515.79,849698.0567,850270.6753,1800218.003,1800218.003
I6XEK2,349776.2141,274136.6704,311835.1918,323123.1731,513465.3631,287987.0091,569086.0269,243019.4681,343696.2689,163528.528,207033.0932,613641.4653,236879.0031,304830.4935,165863.3968,1600770.684,1600770.684,346027.1139,1650916.71,342738.3376,265943.6619,458436.2236,345316.1641,208599.3475,341771.5204,341771.5204,282586.7478,311931.1421,397930.08,460642.4629,391269.5772,455384.5178,252035.6701,283724.7606,208599.3475,208599.3475,409368.677,273505.756,209310.0675,233690.2324,275825.905,419223.6608,345774.2653,513029.8152,853128.6948,301522.3245,1986764.021,271180.129,437482.4943,292678.3215,204564.0479,204564.0479
I6XER9,2219479.813,2616172.149,2282643.554,153137.1613,2038772.942,1749689.966,1383058.345,69010.14773,2598643.406,863549.139,618590.1648,3087148.906,592775.8911,2208498.004,834692.301,2114843.14,2114843.14,2598643.406,2044166.217,1211618.508,2227664.912,2913634.366,2259163.413,88995.2104,1583574.885,1583574.885,1987020.296,2208798.211,2193542.158,68602.8744,2352711.326,1990904.828,68938.30273,94064.21778,88995.2104,88995.2104,3511857.014,704339.9341,429139.7191,24026.41221,2232978.938,2358626.4,2485645.2,2112599.556,4030637.813,2208564.831,2797258.424,94200.19033,1925880.509,39077.76083,281977.771,281977.771
I6XES4,1677003.494,512911.2681,1639505.81,153527.814,1588306.14,1285981.955,641964.79,72901.21345,2116194.074,779358.1783,609454.28,858814.1349,460283.8668,1480580.919,840861.9217,997678.6478,997678.6478,2116194.074,1468887.379,1114208.686,1993719.05,650122.5776,1702584.444,98781.00711,1312764.38,1312764.38,1778993.924,1482129.952,1817984.772,73210.57678,1924979.318,588523.428,73004.39781,83776.95016,98781.00711,98781.00711,239651.8107,550703.1564,346354.4414,28767.26559,1694212.822,1588070.409,1744611.151,1754877.867,486916.8092,1480749.448,1997760.091,76683.904,1154259.147,29659.73588,294299.3067,294299.3067
I6XEU5,492765.7727,1056033.557,1030761.617,959609.8779,1011066.484,753409.0471,1085294.822,1332907.257,896912.7176,817484.4596,1998994.984,702665.3726,1644974.894,881651.8869,1013116.897,1279463.543,1279463.543,944606.6612,881747.6842,1058088.668,518762.3909,630954.1076,672638.95,1664440.84,1031232.413,1031232.413,848353.0361,878306.5889,497680.6114,1538919.863,1895715.013,785476.6289,1410476.868,895841.2749,1664440.84,1664440.84,1030955.292,1667996.623,1205575.688,1881344.175,856620.8829,1116615.023,811484.4689,1679067.864,734869.7221,753913.8889,530023.6609,975697.9876,759278.0032,1031261.606,1987521.453,1987521.453
I6XEX3,1927225.796,916753.2691,1969201.675,112902.4436,1808957.79,1602172.438,955917.0957,65110.17636,2213717.712,98287.6661,200344.8966,1272682.407,743782.9804,1878666.239,86088.26214,1259009.708,1259009.708,2204382.132,1563595.83,164189.5362,1996434.233,1467032.417,1946764.959,84671.05137,1395160.761,1395160.761,1853511.931,1886546.498,2239673.957,62229.50066,1949385.252,1202550.682,66994.51819,138084.2536,84671.05137,84671.05137,500272.077,764014.1344,477067.2117,65227.42424,1827963.396,2132824.803,2162048.672,2070234.848,344919.3224,1878439.762,2046229.621,65450.5483,1546468.972,136154.6155,126881.4966,126881.4966
